Station Name,Region,Sub Region,State,Year,Total Days
CITY OF COLORADO SPRINGS MUNICIPAL AP,WEST,MOUNTAIN,CO,2013,48
ALBUQUERQUE INTL SUNPORT AIRPORT,WEST,MOUNTAIN,NM,2013,40
AUSTIN STRAUBEL INTERNATIONAL AP,MIDWEST,EAST NORTH CENTRAL,WI,2013,39
GREATER ROCHESTER INTERNATIONAL AP,NORTHEAST,MIDDLE ATLANTIC,NY,2013,39
MANCHESTER AIRPORT,NORTHEAST,NEW ENGLAND,NH,2013,39
PORTLAND INTERNATIONAL JETPORT AP,NORTHEAST,NEW ENGLAND,ME,2013,39
BURLINGTON INTERNATIONAL AIRPORT,NORTHEAST,NEW ENGLAND,VT,2013,38
DULUTH INTERNATIONAL AIRPORT,MIDWEST,WEST NORTH CENTRAL,MN,2013,38
GEN E L LOGAN INTERNATIONAL AIRPORT,NORTHEAST,NEW ENGLAND,MA,2013,38
ALBANY INTERNATIONAL AIRPORT,NORTHEAST,MIDDLE ATLANTIC,NY,2013,37
GENERAL MITCHELL INTERNATIONAL AP,MIDWEST,EAST NORTH CENTRAL,WI,2013,37
THEODORE F GREEN STATE AIRPORT,NORTHEAST,NEW ENGLAND,RI,2013,37
HECTOR INTERNATIONAL AIRPORT,MIDWEST,WEST NORTH CENTRAL,ND,2013,36
NATRONA COUNTY INTERNATIONAL AP,WEST,MOUNTAIN,WY,2013,35
SYRACUSE HANCOCK INTERNATIONAL AP,NORTHEAST,MIDDLE ATLANTIC,NY,2013,35
BRADLEY INTERNATIONAL AIRPORT,NORTHEAST,NEW ENGLAND,CT,2013,33
CHICAGO MIDWAY INTL ARPT,MIDWEST,EAST NORTH CENTRAL,IL,2013,33
JOE FOSS FIELD AIRPORT,MIDWEST,WEST NORTH CENTRAL,SD,2013,33
MINNEAPOLIS-ST PAUL INTERNATIONAL AP,MIDWEST,WEST NORTH CENTRAL,MN,2013,33
BUFFALO NIAGARA INTERNATIONAL AP,NORTHEAST,MIDDLE ATLANTIC,NY,2013,32
DES MOINES INTERNATIONAL AIRPORT,MIDWEST,WEST NORTH CENTRAL,IA,2013,32
EPPLEY AIRFIELD AIRPORT,MIDWEST,WEST NORTH CENTRAL,NE,2013,32
CHICAGO O'HARE INTERNATIONAL AIRPORT,MIDWEST,EAST NORTH CENTRAL,IL,2013,31
GERALD R FORD INTERNATIONAL AIRPORT,MIDWEST,EAST NORTH CENTRAL,MI,2013,31
JOHN F KENNEDY INTERNATIONAL AIRPORT,NORTHEAST,MIDDLE ATLANTIC,NY,2013,31
LINCOLN MUNICIPAL AIRPORT,MIDWEST,WEST NORTH CENTRAL,NE,2013,31
GALLATIN FIELD AIRPORT,WEST,MOUNTAIN,MT,2013,30
NEWARK LIBERTY INTERNATIONAL AP,NORTHEAST,MIDDLE ATLANTIC,NJ,2013,30
DETROIT METRO WAYNE COUNTY AIRPORT,MIDWEST,EAST NORTH CENTRAL,MI,2013,29
LA GUARDIA AIRPORT,NORTHEAST,MIDDLE ATLANTIC,NY,2013,29
CLEVELAND-HOPKINS INTERNATIONAL AP,MIDWEST,EAST NORTH CENTRAL,OH,2013,28
EASTERN IOWA REGIONAL AIRPORT,MIDWEST,WEST NORTH CENTRAL,IA,2013,28
JUNEAU INTERNATIONAL,WEST,PACIFIC,AK,2013,27
TRENTON MERCER AIRPORT,NORTHEAST,MIDDLE ATLANTIC,NJ,2013,26
ATLANTIC CITY INTERNATIONAL AIRPORT,NORTHEAST,MIDDLE ATLANTIC,NJ,2013,25
TED STEVENS ANCHORAGE INTL,WEST,PACIFIC,AK,2013,25
WICHITA EISENHOWER NATIONAL,MIDWEST,WEST NORTH CENTRAL,KS,2013,25
BILLINGS LOGAN INTERNATIONAL AIRPORT,WEST,MOUNTAIN,MT,2013,24
NORFOLK INTERNATIONAL AIRPORT,SOUTH,SOUTH ATLANTIC,VA,2013,24
RONALD REAGAN WASHINGTON NATL AP,SOUTH,SOUTH ATLANTIC,VA,2013,24
BALTIMORE-WASHINGTON INTL AIRPORT,SOUTH,SOUTH ATLANTIC,MD,2013,23
FORT WAYNE INTERNATIONAL AIRPORT,MIDWEST,EAST NORTH CENTRAL,IN,2013,23
HARRISBURG INTERNATIONAL AIRPORT,NORTHEAST,MIDDLE ATLANTIC,PA,2013,23
SALT LAKE CITY INTERNATIONAL AIRPORT,WEST,MOUNTAIN,UT,2013,23
ABRAHAM LINCOLN CAPITAL AIRPORT,MIDWEST,EAST NORTH CENTRAL,IL,2013,22
J.M.COX DAYTON INTERNATIONAL AIRPORT,MIDWEST,EAST NORTH CENTRAL,OH,2013,22
NWPT NEWS/WIMBURG INTL APT,SOUTH,SOUTH ATLANTIC,VA,2013,22
PHILADELPHIA INTERNATIONAL AIRPORT,NORTHEAST,MIDDLE ATLANTIC,PA,2013,22
FAIRBANKS INTERNATIONAL,WEST,PACIFIC,AK,2013,21
KANSAS CITY INTERNATIONAL AIRPORT,MIDWEST,WEST NORTH CENTRAL,MO,2013,21
PITTSBURGH INTERNATIONAL AIRPORT,NORTHEAST,MIDDLE ATLANTIC,PA,2013,21
RICHMOND INTERNATIONAL AIRPORT,SOUTH,SOUTH ATLANTIC,VA,2013,21
ANDREWS AIR FORCE BASE AIRPORT,SOUTH,SOUTH ATLANTIC,MD,2013,20
PORT COLUMBUS INTERNATIONAL AIRPORT,MIDWEST,EAST NORTH CENTRAL,OH,2013,20
WASHINGTON DULLES INTERNATIONAL AP,SOUTH,SOUTH ATLANTIC,VA,2013,20
CHARLOTTESVILLE ALBEMARLE ARPT,SOUTH,SOUTH ATLANTIC,VA,2013,18
INDIANAPOLIS INTERNATIONAL AIRPORT,MIDWEST,EAST NORTH CENTRAL,IN,2013,18
YEAGER AIRPORT,SOUTH,SOUTH ATLANTIC,WV,2013,18
LAMBERT-ST LOUIS INTERNATIONAL AP,MIDWEST,WEST NORTH CENTRAL,MO,2013,17
RENO/TAHOE INTERNATIONAL AIRPORT,WEST,MOUNTAIN,NV,2013,17
TULSA INTERNATIONAL AIRPORT,SOUTH,WEST SOUTH CENTRAL,OK,2013,17
CINCINNATI/NORTHERN KENTUCKY INTL AP,SOUTH,EAST SOUTH CENTRAL,KY,2013,16
EL PASO INTERNATIONAL AIRPORT,SOUTH,WEST SOUTH CENTRAL,TX,2013,16
RALEIGH-DURHAM INTERNATIONAL AP,SOUTH,SOUTH ATLANTIC,NC,2013,16
LOUISVILLE INTL-STANDIFORD FIELD AP,SOUTH,EAST SOUTH CENTRAL,KY,2013,15
PIEDMONT TRIAD INTERNATIONAL AIRPORT,SOUTH,SOUTH ATLANTIC,NC,2013,15
WILMINGTON INTERNATIONAL AIRPORT,SOUTH,SOUTH ATLANTIC,NC,2013,15
LITTLE ROCK AFB AIRPORT,SOUTH,WEST SOUTH CENTRAL,AR,2013,14
WILL ROGERS WORLD AIRPORT,SOUTH,WEST SOUTH CENTRAL,OK,2013,14
SPOKANE INTERNATIONAL AIRPORT,WEST,PACIFIC,WA,2013,13
CHARLESTON AFB/INTERNATIONAL AIRPORT,SOUTH,SOUTH ATLANTIC,SC,2013,12
CHARLOTTE/DOUGLAS INTERNATIONAL AP,SOUTH,SOUTH ATLANTIC,NC,2013,12
SEATTLE-TACOMA INTERNATIONAL AIRPORT,WEST,PACIFIC,WA,2013,12
BOISE AIR TERMINAL/GOWEN FD AIRPORT,WEST,MOUNTAIN,ID,2013,11
MEMPHIS INTERNATIONAL AIRPORT,SOUTH,EAST SOUTH CENTRAL,TN,2013,11
DALLAS/FT WORTH INTERNATIONAL AP,SOUTH,WEST SOUTH CENTRAL,TX,2013,9
GREENVILLE-SPARTANBURG INTL AIRPORT,SOUTH,SOUTH ATLANTIC,SC,2013,9
MCCARRAN INTERNATIONAL AIRPORT,WEST,MOUNTAIN,NV,2013,9
AUSTIN-BERGSTROM INTL AIRPORT,SOUTH,WEST SOUTH CENTRAL,TX,2013,8
BIRMINGHAM INTERNATIONAL AIRPORT,SOUTH,EAST SOUTH CENTRAL,AL,2013,8
HARTSFIELD-JACKSON ATLANTA INTL AP,SOUTH,SOUTH ATLANTIC,GA,2013,8
PENSACOLA REGIONAL AIRPORT,SOUTH,SOUTH ATLANTIC,FL,2013,8
NASHVILLE INTERNATIONAL AIRPORT,SOUTH,EAST SOUTH CENTRAL,TN,2013,7
PORTLAND INTERNATIONAL AIRPORT,WEST,PACIFIC,OR,2013,7
SHREVEPORT REGIONAL AIRPORT,SOUTH,WEST SOUTH CENTRAL,LA,2013,7
JACKSON INTERNATIONAL AIRPORT,SOUTH,EAST SOUTH CENTRAL,MS,2013,6
HUNTSVILLE INTL/C.T.JONES FIELD AIRPORT,SOUTH,EAST SOUTH CENTRAL,AL,2013,5
SAVANNAH/HILTON HEAD INTL AIRPORT,SOUTH,SOUTH ATLANTIC,GA,2013,4
G BUSH INTERCONTINENTAL AP/HOUSTON AP,SOUTH,WEST SOUTH CENTRAL,TX,2013,3
SAN ANTONIO INTERNATIONAL AIRPORT,SOUTH,WEST SOUTH CENTRAL,TX,2013,3
TUCSON INTERNATIONAL AIRPORT,WEST,MOUNTAIN,AZ,2013,3
GULFPORT-BILOXI INTL ARPT,SOUTH,EAST SOUTH CENTRAL,MS,2013,2
HONOLULU INTERNATIONAL AIRPORT,WEST,PACIFIC,HI,2013,1
LOUIS ARMSTRONG NEW ORLEANS INTL AP,SOUTH,WEST SOUTH CENTRAL,LA,2013,1
ORLANDO INTERNATIONAL AIRPORT,SOUTH,SOUTH ATLANTIC,FL,2013,1
PHOENIX SKY HARBOR INTL AIRPORT,WEST,MOUNTAIN,AZ,2013,1
SAN DIEGO INTERNATIONAL AIRPORT,WEST,PACIFIC,CA,2013,1
FRESNO YOSEMITE INTERNATIONAL AIRPORT,WEST,PACIFIC,CA,2013,0
FT LAUD/HOLLYWOOD INTL APT,SOUTH,SOUTH ATLANTIC,FL,2013,0
J. WAYNE APT-ORANGE CO APT,WEST,PACIFIC,CA,2013,0
JACKSONVILLE INTERNATIONAL AIRPORT,SOUTH,SOUTH ATLANTIC,FL,2013,0
KAHULUI AIRPORT,WEST,PACIFIC,HI,2013,0
LIHUE AIRPORT,WEST,PACIFIC,HI,2013,0
LOS ANGELES INTERNATIONAL AIRPORT,WEST,PACIFIC,CA,2013,0
MAHLON SWEET FIELD AIRPORT,WEST,PACIFIC,OR,2013,0
MIAMI INTERNATIONAL AIRPORT,SOUTH,SOUTH ATLANTIC,FL,2013,0
ONTARIO INTERNATIONAL ARPT,WEST,PACIFIC,CA,2013,0
SACRAMENTO INTL AIRPORT,WEST,PACIFIC,CA,2013,0
SAN FRANCISCO INTERNATIONAL AIRPORT,WEST,PACIFIC,CA,2013,0
SANTA BARBARA MUNICIPAL AIRPORT,WEST,PACIFIC,CA,2013,0
TAMPA INTERNATIONAL AIRPORT,SOUTH,SOUTH ATLANTIC,FL,2013,0
CITY OF COLORADO SPRINGS MUNICIPAL AP,WEST,MOUNTAIN,CO,2014,66
HECTOR INTERNATIONAL AIRPORT,MIDWEST,WEST NORTH CENTRAL,ND,2014,52
DENVER INTERNATIONAL AIRPORT,WEST,MOUNTAIN,CO,2014,49
JOE FOSS FIELD AIRPORT,MIDWEST,WEST NORTH CENTRAL,SD,2014,49
PORTLAND INTERNATIONAL JETPORT AP,NORTHEAST,NEW ENGLAND,ME,2014,48
NATRONA COUNTY INTERNATIONAL AP,WEST,MOUNTAIN,WY,2014,46
LINCOLN MUNICIPAL AIRPORT,MIDWEST,WEST NORTH CENTRAL,NE,2014,45
ALBUQUERQUE INTL SUNPORT AIRPORT,WEST,MOUNTAIN,NM,2014,44
GEN E L LOGAN INTERNATIONAL AIRPORT,NORTHEAST,NEW ENGLAND,MA,2014,43
THEODORE F GREEN STATE AIRPORT,NORTHEAST,NEW ENGLAND,RI,2014,42
BRADLEY INTERNATIONAL AIRPORT,NORTHEAST,NEW ENGLAND,CT,2014,41
EASTERN IOWA REGIONAL AIRPORT,MIDWEST,WEST NORTH CENTRAL,IA,2014,41
EPPLEY AIRFIELD AIRPORT,MIDWEST,WEST NORTH CENTRAL,NE,2014,41
MINNEAPOLIS-ST PAUL INTERNATIONAL AP,MIDWEST,WEST NORTH CENTRAL,MN,2014,41
MANCHESTER AIRPORT,NORTHEAST,NEW ENGLAND,NH,2014,40
DULUTH INTERNATIONAL AIRPORT,MIDWEST,WEST NORTH CENTRAL,MN,2014,37
GENERAL MITCHELL INTERNATIONAL AP,MIDWEST,EAST NORTH CENTRAL,WI,2014,37
JOHN F KENNEDY INTERNATIONAL AIRPORT,NORTHEAST,MIDDLE ATLANTIC,NY,2014,37
LA GUARDIA AIRPORT,NORTHEAST,MIDDLE ATLANTIC,NY,2014,37
DETROIT METRO WAYNE COUNTY AIRPORT,MIDWEST,EAST NORTH CENTRAL,MI,2014,36
AUSTIN STRAUBEL INTERNATIONAL AP,MIDWEST,EAST NORTH CENTRAL,WI,2014,35
BILLINGS LOGAN INTERNATIONAL AIRPORT,WEST,MOUNTAIN,MT,2014,35
BURLINGTON INTERNATIONAL AIRPORT,NORTHEAST,NEW ENGLAND,VT,2014,35
CHICAGO MIDWAY INTL ARPT,MIDWEST,EAST NORTH CENTRAL,IL,2014,35
DES MOINES INTERNATIONAL AIRPORT,MIDWEST,WEST NORTH CENTRAL,IA,2014,35
NEWARK LIBERTY INTERNATIONAL AP,NORTHEAST,MIDDLE ATLANTIC,NJ,2014,35
CHICAGO O'HARE INTERNATIONAL AIRPORT,MIDWEST,EAST NORTH CENTRAL,IL,2014,34
TRENTON MERCER AIRPORT,NORTHEAST,MIDDLE ATLANTIC,NJ,2014,34
SYRACUSE HANCOCK INTERNATIONAL AP,NORTHEAST,MIDDLE ATLANTIC,NY,2014,33
ALBANY INTERNATIONAL AIRPORT,NORTHEAST,MIDDLE ATLANTIC,NY,2014,31
ATLANTIC CITY INTERNATIONAL AIRPORT,NORTHEAST,MIDDLE ATLANTIC,NJ,2014,31
BUFFALO NIAGARA INTERNATIONAL AP,NORTHEAST,MIDDLE ATLANTIC,NY,2014,31
GERALD R FORD INTERNATIONAL AIRPORT,MIDWEST,EAST NORTH CENTRAL,MI,2014,31
GREATER ROCHESTER INTERNATIONAL AP,NORTHEAST,MIDDLE ATLANTIC,NY,2014,31
PHILADELPHIA INTERNATIONAL AIRPORT,NORTHEAST,MIDDLE ATLANTIC,PA,2014,30
ABRAHAM LINCOLN CAPITAL AIRPORT,MIDWEST,EAST NORTH CENTRAL,IL,2014,29
LAMBERT-ST LOUIS INTERNATIONAL AP,MIDWEST,WEST NORTH CENTRAL,MO,2014,29
EL PASO INTERNATIONAL AIRPORT,SOUTH,WEST SOUTH CENTRAL,TX,2014,28
ANDREWS AIR FORCE BASE AIRPORT,SOUTH,SOUTH ATLANTIC,MD,2014,27
TULSA INTERNATIONAL AIRPORT,SOUTH,WEST SOUTH CENTRAL,OK,2014,27
HARRISBURG INTERNATIONAL AIRPORT,NORTHEAST,MIDDLE ATLANTIC,PA,2014,26
JUNEAU INTERNATIONAL,WEST,PACIFIC,AK,2014,26
PITTSBURGH INTERNATIONAL AIRPORT,NORTHEAST,MIDDLE ATLANTIC,PA,2014,26
SPOKANE INTERNATIONAL AIRPORT,WEST,PACIFIC,WA,2014,26
WICHITA EISENHOWER NATIONAL,MIDWEST,WEST NORTH CENTRAL,KS,2014,26
FORT WAYNE INTERNATIONAL AIRPORT,MIDWEST,EAST NORTH CENTRAL,IN,2014,25
BALTIMORE-WASHINGTON INTL AIRPORT,SOUTH,SOUTH ATLANTIC,MD,2014,24
CLEVELAND-HOPKINS INTERNATIONAL AP,MIDWEST,EAST NORTH CENTRAL,OH,2014,24
KANSAS CITY INTERNATIONAL AIRPORT,MIDWEST,WEST NORTH CENTRAL,MO,2014,24
NORFOLK INTERNATIONAL AIRPORT,SOUTH,SOUTH ATLANTIC,VA,2014,24
WILL ROGERS WORLD AIRPORT,SOUTH,WEST SOUTH CENTRAL,OK,2014,24
NWPT NEWS/WIMBURG INTL APT,SOUTH,SOUTH ATLANTIC,VA,2014,23
RONALD REAGAN WASHINGTON NATL AP,SOUTH,SOUTH ATLANTIC,VA,2014,23
WASHINGTON DULLES INTERNATIONAL AP,SOUTH,SOUTH ATLANTIC,VA,2014,23
LITTLE ROCK AFB AIRPORT,SOUTH,WEST SOUTH CENTRAL,AR,2014,21
RICHMOND INTERNATIONAL AIRPORT,SOUTH,SOUTH ATLANTIC,VA,2014,21
YEAGER AIRPORT,SOUTH,SOUTH ATLANTIC,WV,2014,21
CHARLOTTESVILLE ALBEMARLE ARPT,SOUTH,SOUTH ATLANTIC,VA,2014,20
J.M.COX DAYTON INTERNATIONAL AIRPORT,MIDWEST,EAST NORTH CENTRAL,OH,2014,20
TED STEVENS ANCHORAGE INTL,WEST,PACIFIC,AK,2014,20
PORT COLUMBUS INTERNATIONAL AIRPORT,MIDWEST,EAST NORTH CENTRAL,OH,2014,19
SEATTLE-TACOMA INTERNATIONAL AIRPORT,WEST,PACIFIC,WA,2014,19
DALLAS/FT WORTH INTERNATIONAL AP,SOUTH,WEST SOUTH CENTRAL,TX,2014,18
LOUISVILLE INTL-STANDIFORD FIELD AP,SOUTH,EAST SOUTH CENTRAL,KY,2014,18
FAIRBANKS INTERNATIONAL,WEST,PACIFIC,AK,2014,16
PIEDMONT TRIAD INTERNATIONAL AIRPORT,SOUTH,SOUTH ATLANTIC,NC,2014,16
RENO/TAHOE INTERNATIONAL AIRPORT,WEST,MOUNTAIN,NV,2014,16
CINCINNATI/NORTHERN KENTUCKY INTL AP,SOUTH,EAST SOUTH CENTRAL,KY,2014,15
INDIANAPOLIS INTERNATIONAL AIRPORT,MIDWEST,EAST NORTH CENTRAL,IN,2014,15
NASHVILLE INTERNATIONAL AIRPORT,SOUTH,EAST SOUTH CENTRAL,TN,2014,15
RALEIGH-DURHAM INTERNATIONAL AP,SOUTH,SOUTH ATLANTIC,NC,2014,15
WILMINGTON INTERNATIONAL AIRPORT,SOUTH,SOUTH ATLANTIC,NC,2014,15
CHARLOTTE/DOUGLAS INTERNATIONAL AP,SOUTH,SOUTH ATLANTIC,NC,2014,14
SALT LAKE CITY INTERNATIONAL AIRPORT,WEST,MOUNTAIN,UT,2014,14
BOISE AIR TERMINAL/GOWEN FD AIRPORT,WEST,MOUNTAIN,ID,2014,13
GREENVILLE-SPARTANBURG INTL AIRPORT,SOUTH,SOUTH ATLANTIC,SC,2014,13
HUNTSVILLE INTL/C.T.JONES FIELD AIRPORT,SOUTH,EAST SOUTH CENTRAL,AL,2014,13
AUSTIN-BERGSTROM INTL AIRPORT,SOUTH,WEST SOUTH CENTRAL,TX,2014,12
PORTLAND INTERNATIONAL AIRPORT,WEST,PACIFIC,OR,2014,12
MEMPHIS INTERNATIONAL AIRPORT,SOUTH,EAST SOUTH CENTRAL,TN,2014,11
CHARLESTON AFB/INTERNATIONAL AIRPORT,SOUTH,SOUTH ATLANTIC,SC,2014,10
MAHLON SWEET FIELD AIRPORT,WEST,PACIFIC,OR,2014,9
HARTSFIELD-JACKSON ATLANTA INTL AP,SOUTH,SOUTH ATLANTIC,GA,2014,8
BIRMINGHAM INTERNATIONAL AIRPORT,SOUTH,EAST SOUTH CENTRAL,AL,2014,7
JACKSON INTERNATIONAL AIRPORT,SOUTH,EAST SOUTH CENTRAL,MS,2014,7
SAVANNAH/HILTON HEAD INTL AIRPORT,SOUTH,SOUTH ATLANTIC,GA,2014,7
MCCARRAN INTERNATIONAL AIRPORT,WEST,MOUNTAIN,NV,2014,6
SAN ANTONIO INTERNATIONAL AIRPORT,SOUTH,WEST SOUTH CENTRAL,TX,2014,5
SHREVEPORT REGIONAL AIRPORT,SOUTH,WEST SOUTH CENTRAL,LA,2014,5
JACKSONVILLE INTERNATIONAL AIRPORT,SOUTH,SOUTH ATLANTIC,FL,2014,4
PENSACOLA REGIONAL AIRPORT,SOUTH,SOUTH ATLANTIC,FL,2014,3
PHOENIX SKY HARBOR INTL AIRPORT,WEST,MOUNTAIN,AZ,2014,3
GULFPORT-BILOXI INTL ARPT,SOUTH,EAST SOUTH CENTRAL,MS,2014,2
LOS ANGELES INTERNATIONAL AIRPORT,WEST,PACIFIC,CA,2014,2
TUCSON INTERNATIONAL AIRPORT,WEST,MOUNTAIN,AZ,2014,2
FRESNO YOSEMITE INTERNATIONAL AIRPORT,WEST,PACIFIC,CA,2014,1
KAHULUI AIRPORT,WEST,PACIFIC,HI,2014,1
LOUIS ARMSTRONG NEW ORLEANS INTL AP,SOUTH,WEST SOUTH CENTRAL,LA,2014,1
ORLANDO INTERNATIONAL AIRPORT,SOUTH,SOUTH ATLANTIC,FL,2014,1
SACRAMENTO INTL AIRPORT,WEST,PACIFIC,CA,2014,1
SAN FRANCISCO INTERNATIONAL AIRPORT,WEST,PACIFIC,CA,2014,1
TAMPA INTERNATIONAL AIRPORT,SOUTH,SOUTH ATLANTIC,FL,2014,1
FT LAUD/HOLLYWOOD INTL APT,SOUTH,SOUTH ATLANTIC,FL,2014,0
G BUSH INTERCONTINENTAL AP/HOUSTON AP,SOUTH,WEST SOUTH CENTRAL,TX,2014,0
HONOLULU INTERNATIONAL AIRPORT,WEST,PACIFIC,HI,2014,0
J. WAYNE APT-ORANGE CO APT,WEST,PACIFIC,CA,2014,0
LIHUE AIRPORT,WEST,PACIFIC,HI,2014,0
MIAMI INTERNATIONAL AIRPORT,SOUTH,SOUTH ATLANTIC,FL,2014,0
ONTARIO INTERNATIONAL ARPT,WEST,PACIFIC,CA,2014,0
SAN DIEGO INTERNATIONAL AIRPORT,WEST,PACIFIC,CA,2014,0
SANTA BARBARA MUNICIPAL AIRPORT,WEST,PACIFIC,CA,2014,0
AUSTIN STRAUBEL INTERNATIONAL AP,MIDWEST,EAST NORTH CENTRAL,WI,2015,50
PORTLAND INTERNATIONAL JETPORT AP,NORTHEAST,NEW ENGLAND,ME,2015,50
THEODORE F GREEN STATE AIRPORT,NORTHEAST,NEW ENGLAND,RI,2015,47
GEN E L LOGAN INTERNATIONAL AIRPORT,NORTHEAST,NEW ENGLAND,MA,2015,45
MANCHESTER AIRPORT,NORTHEAST,NEW ENGLAND,NH,2015,45
BURLINGTON INTERNATIONAL AIRPORT,NORTHEAST,NEW ENGLAND,VT,2015,44
CITY OF COLORADO SPRINGS MUNICIPAL AP,WEST,MOUNTAIN,CO,2015,43
BRADLEY INTERNATIONAL AIRPORT,NORTHEAST,NEW ENGLAND,CT,2015,39
GREATER ROCHESTER INTERNATIONAL AP,NORTHEAST,MIDDLE ATLANTIC,NY,2015,38
ATLANTIC CITY INTERNATIONAL AIRPORT,NORTHEAST,MIDDLE ATLANTIC,NJ,2015,37
BUFFALO NIAGARA INTERNATIONAL AP,NORTHEAST,MIDDLE ATLANTIC,NY,2015,37
JOHN F KENNEDY INTERNATIONAL AIRPORT,NORTHEAST,MIDDLE ATLANTIC,NY,2015,37
LA GUARDIA AIRPORT,NORTHEAST,MIDDLE ATLANTIC,NY,2015,37
ALBANY INTERNATIONAL AIRPORT,NORTHEAST,MIDDLE ATLANTIC,NY,2015,36
